content,category,validated_by,score,thumbsUpCount,country
"I don't know what happened to the barcode ""reader"" on amazon lense but it sucks now. Two years ago I didn't have a problem with it reading barcodes, now it hardly ever reads them or say's it couldn't find a match please try again when I know for a fact amazon sells the Item I'm trying to find.",user-experience,Solomon,5,9,us
"ATTENTION EVERYONE THAT IS HAVING ISSUES WITH THE RECENT CHANGES TO THE AMAZON APP: I was having the same issues. I un-installed then reinstalled the app on my tablet, and it fixed it!! Now the Amazon app is back to the way it used be before it changed. Please try un-installing it, then reinstall it on your phone or tablet. It worked for me. Now it looks like the app version and not the website version.",user-experience,Solomon,4,56,us
"90% of items can't ship to my location, not even the post office which is bizarre and utterly useless, fix this. Rural places shouldn't be excluded from 90% of items on your lists, just wanted a new laptop and legit every single one says ""can't ship to location"" Hundreds of laptops, same issue, toys for a little cousin, same sh**, getting a medical kit for a vehicle, same sh**, won't be using this app anymore until fixed...more like can't use this app, it's been 4yrs trying so eh.",shipping,Ugochukz,2,16,us
"Online shopping with this app gets around 80 percent. I am mostly satisfied with the shopping and services but not always. Why? Stock updates could be a lot better, if Amazon linked it with their third party sellers. For instance, I could wait forever for one item and it would never come back into stock. Why? When I contact the seller directly, they say they no longer sell the product. This makes the Amazon app frustrating to use and unreliable. Will I continue to use it? Yes!",user-experience,Adam,3,11,uk
How do you logout I do not see the sign out anymore now.,customer-service,Lailat,3,0,us
"a lot of my family members tell me that I should stop ordering from Amazon because they are expensive. that I should go on other apps, but I've seen other apps and the quality is not that great that's why they're less expensive. but Amazon seems to have everything that I need a good quality so I don't mind paying the price and you will get good deals free shipments. Amazon has been my best friend and if Amazon have ever taken any money from me by accident they always put it back and that's love",user-experience,Solomon,5,0,us
Amazon just started ripping off people with EBT. Amazon charge extra $20 for EBT Delivery. Update: Now they steal your cash rather than charge EBT. Amazon has became a more of a problem than anything else.,shipping,Solomon,1,1,us
Wow,user-experience,Lailat,4,0,us
Love Amazon but really who doesn't,user-experience,Adam,5,0,us
I love the app. Experiencing a small problem. Help. I'm having consistent issues with the App since yesterday. It keeps freezing when I scroll. After a short period a pop-up appears asking if I want to wait or shut down. There is no option to report the problem.,user-experience,Solomon,5,5,us
"Been a loyal customer for years! I prefer to big box stores. Easy ordering and fast delivery. I say if Amazon doesn't have it, we don't need it.",user-experience,Solomon,5,0,us
"Amazon is thevery best app I've used for very many year's,I really love itbetter than any store out there, like Walmart, Target,etc. Amazon is waybetter than them,they have a better selection of everythingthat you need,especially cause otherstores like them haveit all.They stuff that otherstores don't have atall.Amazon is the verybest,not just the app,but themselvesis thevery best.Thank you Amazon!❤️🥳🤙🏻😁😎.If I could I would give them more than a5 star for doing a great job.Never any issues.",user-experience,Solomon,5,9,us
as much as a membership is I think you should be able to get your packages a little faster than what you do. I remember when I first signed up you used to get your shippings a little faster than what you do now. I'm not saying they're slow but I think you've changed a lot since when I first started getting Amazon in the payment is went up a whole lot since then,shipping,Solomon,3,2,us
"Amazon is one of the most used platforms for a variety of different things, yet this app functions as if it's in its beginning stages of development. There's so many different features within the app you can get confused fairly easy. It lags terribly and just getting to the reviews you have to scroll through so so so much information and recommended products. The app itself is a good idea but it needs restructuring. The updates we get to our phones don't improve function at all!",user-experience,Ugochukz,2,512,us
"The basket is not fully functional. Save for later, delete and quantity adjustment are not triggering the expected result. If you've added something you no longer want to purchase or want to decrease the quantity, there's no way to do that via the app right now. You'll have to log through a browser to amend your basket contents and complete the order. Not user friendly at all especially given this is one of the core features of the app.",user-experience,Ugochukz,3,39,us
